"RowID","StudyArea","CountDate","AgeSex","Count"
1162,"M","20/12/1988, 00.00.00","AM",2
1163,"M","20/12/1988, 00.00.00","BB",5
1164,"M","20/12/1988, 00.00.00",,1
1165,"M","02/01/1989, 00.00.00","AM",5
1166,"M","02/01/1989, 00.00.00","AF",1
1167,"M","02/01/1989, 00.00.00","JM",1
1168,"M","02/01/1989, 00.00.00","BB",4
1169,"M","10/01/1989, 00.00.00","AM",2
1170,"M","10/01/1989, 00.00.00","BB",4
1171,"M","10/01/1989, 00.00.00",,2
1172,"M","18/01/1989, 00.00.00","BB",2
1173,"M","18/01/1989, 00.00.00","JX",2
1174,"M","18/01/1989, 00.00.00",,2
1175,"M","26/01/1989, 00.00.00","AM",3
1176,"M","26/01/1989, 00.00.00","BB",2
1177,"M","03/03/1989, 00.00.00","AM",7
1178,"M","03/03/1989, 00.00.00","AF",1
1179,"M","03/03/1989, 00.00.00","BB",1
1180,"M","08/03/1989, 00.00.00","AM",4
1181,"M","08/03/1989, 00.00.00","AF",1
1182,"M","08/03/1989, 00.00.00","BB",2
1183,"M","08/03/1989, 00.00.00",,1
1184,"M","14/03/1989, 00.00.00","AM",4
1185,"M","14/03/1989, 00.00.00","JF",1
1186,"M","14/03/1989, 00.00.00","BB",3
1187,"M","14/03/1989, 00.00.00",,1
1188,"M","21/03/1989, 00.00.00","AM",1
1189,"M","21/03/1989, 00.00.00","JF",1
1190,"M","21/03/1989, 00.00.00","BB",1
1191,"M","29/03/1989, 00.00.00","AM",2
1192,"M","29/03/1989, 00.00.00","AF",1
1193,"M","29/03/1989, 00.00.00","JF",1
1194,"M","29/03/1989, 00.00.00","BB",3
1195,"M","29/03/1989, 00.00.00",,1
1196,"M","12/04/1989, 00.00.00","AM",2
1197,"M","12/04/1989, 00.00.00","AF",1
1198,"M","12/04/1989, 00.00.00","BB",1
