"SightingID","BehavModifier","BehavSpp"
9515,"11","18"
9525,"15","11"
9556,"15","11"
9557,"15","11"
9565,"14","11"
9774,"15","11"
9795,"15","11"
9796,"14","11"
9797,"14","11"
9814,"14","11"
9832,"15","11"
9837,"15","11"
9865,"15","11"
9898,"14","11"
9921,"15","11"
9922,"15","11"
9939,"14","11"
9943,"14","11"
9944,"14","11"
9976,"14","11"
9982,"15","11"
10006,"14","11"
10009,"14","11"
10016,"11","18"
10027,"15","11"
10032,"11","18"
10047,"14","11"
10048,"14","11"
10199,"14","11"
10200,"14","11"
10203,"14","11"
10227,"14","11"
10239,"15","11"
10241,"14","11"
10285,"14","11"
10298,"14","11"
10306,"14","11"
10316,"14","11"
10318,"15","11"
10331,"15","11"
10346,"15","11"
10371,"14","11"
10390,"14","11"
10405,"14","11"
10443,"15","11"
10449,"14","11"
10486,"14","11"
10514,"14","11"
10537,"15","11"
10556,"14","11"
10561,"15","11"
10590,"15","11"
10596,"14","11"
10598,"14","11"
10618,"14","11"
10619,"15","11"
10621,"15","11"
10646,"15","11"
10677,"14","11"
10681,"14","11"
10691,"14","11"
10725,"14","11"
10797,"11","12"
10812,"15","11"
10851,"15","11"
10869,"11","18"
10870,"11","18"
10871,"11","18"
10873,"11","18"
10875,"11","18"
10915,"15","11"
10922,"15","11"
10925,"15","11"
10929,"15","11"
10943,"14","11"
10952,"14","11"
10954,"14","11"
10964,"11","12"
10969,"15","11"
10970,"14","11"
10996,"14","11"
11008,"14","11"
11019,"14","11"
11025,"15","11"
11053,"11","12"
11079,"14","11"
11116,"14","11"
11129,"14","11"
11146,"15","11"
11150,"14","11"
11153,"15","11"
11163,"14","11"
11165,"14","11"
11169,"14","11"
11172,"14","11"
11177,"15","11"
11187,"15","11"
11193,"14","11"
11204,"14","11"
11235,"15","11"
11239,"15","11"
11246,"15","11"
11248,"14","11"
11257,"14","11"
11267,"15","11"
11310,"14","11"
11327,"11","12"
11332,"11","12"
11343,"14","11"
11346,"14","11"
11347,"14","11"
11348,"15","11"
11358,"14","11"
11360,"15","11"
11369,"15","11"
11370,"14","11"
11398,"15","11"
11419,"15","11"
11455,"15","11"
11484,"11","18"
11503,"15","11"
11520,"14","11"
11524,"11","18"
11569,"14","11"
11571,"14","11"
11601,"14","11"
11616,"15","11"
11623,"14","11"
11625,"15","11"
11631,"14","11"
11633,"14","11"
11635,"15","11"
11646,"14","11"
11647,"15","11"
11648,"14","11"
11650,"15","11"
11651,"15","11"
11655,"15","11"
11661,"15","11"
11664,"14","11"
11666,"15","11"
11667,"15","11"
11668,"15","11"
11669,"11","12"
11670,"15","11"
11680,"15","11"
11682,"14","11"
11686,"15","11"
11690,"14","11"
11693,"14","11"
11701,"14","11"
11710,"14","11"
11716,"14","11"
11717,"14","11"
11720,"14","11"
11725,"15","11"
11726,"15","11"
11730,"15","11"
11734,"15","11"
11736,"11","12"
11737,"15","11"
11755,"15","11"
11768,"15","11"
11773,"15","11"
11774,"15","11"
11782,"14","11"
11789,"15","11"
11794,"15","11"
11797,"15","11"
11822,"15","11"
11839,"11","18"
11850,"14","11"
11851,"15","11"
11857,"14","11"
11865,"15","11"
11978,"15","11"
11983,"11","18"
11987,"15","11"
12002,"11","18"
12034,"15","11"
12093,"15","11"
12101,"11","18"
12133,"11","12"
12214,"11","12"
12224,"14","11"
12228,"15","11"
12234,"14","11"
12238,"15","11"
12253,"11","12"
12269,"15","11"
12291,"15","11"
12295,"15","11"
12315,"14","11"
12321,"14","11"
12322,"15","11"
12323,"14","11"
12324,"15","11"
12328,"15","11"
12329,"15","11"
12342,"15","11"
12348,"15","11"
12349,"15","11"
12350,"15","11"
12351,"15","11"
12352,"15","11"
12367,"15","11"
12374,"15","11"
12377,"14","11"
12383,"15","11"
12384,"14","11"
12394,"15","11"
12401,"15","11"
12408,"15","11"
12409,"15","11"
12410,"14","11"
12414,"15","11"
12418,"14","11"
12424,"11","18"
12428,"15","11"
12431,"14","11"
12432,"11","18"
12436,"15","11"
12439,"15","11"
12440,"15","11"
12441,"14","11"
12447,"15","11"
12453,"14","11"
12454,"14","11"
12461,"14","11"
12462,"14","11"
12464,"15","11"
12465,"14","11"
12472,"15","11"
12479,"11","12"
12480,"15","11"
12484,"15","11"
12505,"11","12"
12508,"14","11"
12529,"14","11"
12532,"11","18"
12538,"15","11"
12553,"15","11"
12556,"15","11"
12557,"15","11"
12562,"15","11"
12583,"14","11"
12595,"11","12"
12597,"15","11"
12608,"14","11"
12609,"14","11"
12612,"15","11"
12639,"15","11"
12657,"15","11"
12668,"14","11"
12669,"15","11"
12672,"15","11"
12680,"11","12"
12691,"11","18"
12700,"15","11"
12704,"15","11"
12705,"14","11"
12707,"14","11"
12708,"14","11"
12725,"15","11"
12733,"15","11"
12737,"15","11"
12744,"15","11"
12746,"11","18"
12757,"11","18"
12770,"11","12"
12771,"15","11"
12774,"11","18"
12784,"11","18"
12786,"11","18"
12787,"15","11"
12820,"15","11"
12826,"15","11"
12827,"14","11"
12829,"15","11"
12830,"14","11"
12834,"14","11"
12835,"15","11"
12845,"14","11"
12852,"15","11"
12859,"14","11"
12889,"11","18"
12892,"14","11"
12905,"14","11"
12906,"14","11"
12907,"15","11"
12908,"15","11"
12911,"14","11"
12916,"14","11"
12922,"15","11"
12925,"15","11"
12929,"15","11"
12931,"15","11"
12935,"15","11"
12936,"14","11"
12938,"15","11"
12955,"15","11"
12962,"2","6"
12963,"2","5"
12964,"2","5"
12984,"1","7"
12998,"0","7"
13009,"2","6"
13011,"0","5"
13013,"11","11"
13014,"11","11"
13039,"2","1"
13040,"2","6"
13119,"11","11"
13120,"11","11"
13128,"9","9"
13132,"1","7"
13163,"1","7"
13165,"0","6"
13170,"15","19"
13173,"0","6"
13179,"0","6"
13190,"0","7"
13195,"2","5"
13250,"2","4"
13253,"0","1"
13258,"0","1"
13289,"4","1"
13307,"2","5"
13309,"2","5"
13312,"0","1"
13316,"2","7"
13317,"5","7"
13323,"1","5"
13329,"1","7"
13331,"1","5"
13332,"2","5"
13340,"4","1"
13346,"2","5"
13351,"2","6"
13364,"1","5"
13385,"0","1"
13386,"0","1"
13394,"2","1"
13402,"1","6"
13408,"0","6"
13444,"2","5"
13485,"3","6"
13503,"2","5"
13513,"1","6"
13541,"4","6"
13558,"4","9"
13571,"2","1"
13579,"2","5"
13588,"3","7"
13593,"2","1"
13600,"0","1"
13601,"0","1"
13618,"0","1"
13619,"0","1"
13625,"2","6"
13626,"5","9"
13640,"0","1"
13647,"0","1"
13659,"2","6"
13669,"2","7"
13670,"0","4"
13671,"0","4"
13675,"0","6"
13676,"5","6"
13679,"3","1"
13692,"2","1"
13693,"2","1"
13694,"2","1"
13695,"2","1"
13696,"2","1"
13700,"4","9"
13709,"14","19"
13714,"2","1"
13715,"1","1"
13716,"1","1"
13718,"4","9"
13720,"2","1"
13723,"2","1"
13729,"1","4"
13736,"4","9"
13743,"1","7"
13749,"2","1"
13750,"1","1"
13751,"2","1"
13752,"2","1"
13753,"4","1"
13754,"2","1"
13755,"2","1"
13756,"2","1"
13757,"2","1"
13766,"4","9"
13777,"2","5"
13783,"1","1"
13796,"2","7"
13804,"2","4"
13818,"4","9"
13822,"4","9"
13835,"3","7"
13837,"15","19"
13842,"2","4"
13843,"7","9"
13867,"2","1"
13868,"2","1"
13869,"2","1"
13870,"2","1"
13872,"2","1"
13910,"2","1"
13911,"2","1"
13913,"2","1"
13925,"2","1"
13935,"2","1"
13947,"2","7"
13948,"2","1"
13957,"2","4"
13965,"2","1"
13966,"2","1"
13967,"1","9"
13968,"2","1"
13972,"2","1"
13975,"2","5"
13984,"2","1"
13987,"2","1"
13990,"2","1"
13992,"2","1"
13996,"2","1"
13999,"2","1"
14000,"1","4"
14001,"1","4"
14002,"2","1"
14019,"1","4"
14028,"4","9"
14029,"4","9"
14055,"2","1"
14076,"2","4"
14082,"1","1"
14084,"2","1"
14087,"2","1"
14088,"2","1"
14095,"4","9"
14100,"2","1"
14103,"2","1"
14115,"2","1"
14130,"1","4"
14133,"1","4"
14191,"1","4"
14193,"1","4"
14195,"1","4"
14201,"2","1"
14203,"1","4"
14239,"2","1"
14245,"1","4"
14254,"1","4"
14260,"2","1"
14266,"2","1"
14279,"1","4"
14285,"1","7"
14293,"2","1"
14297,"1","4"
14299,"2","1"
14303,"4","9"
14311,"3","4"
14313,"2","9"
14335,"2","5"
14379,"1","4"
14391,"2","1"
14393,"4","9"
14409,"2","1"
14417,"1","7"
14456,"1","1"
14513,"9","9"
14535,"1","4"
14539,"1","4"
14589,"2","1"
14602,"1","4"
14607,"1","4"
14616,"2","4"
14630,"1","4"
14636,"3","9"
14653,"2","1"
14654,"2","4"
14659,"1","4"
14676,"2","4"
14680,"2","1"
14700,"2","1"
14729,"2","4"
14747,"2","1"
14761,"2","1"
14768,"2","4"
14779,"1","4"
14783,"2","4"
14791,"3","9"
14808,"1","4"
14813,"9","9"
14828,"2","1"
14837,"1","7"
14839,"1","1"
14857,"3","9"
14868,"2","1"
14875,"1","4"
14894,"1","4"
14900,"1","4"
14903,"2","4"
14916,"1","4"
14921,"2","4"
14931,"3","9"
14945,"1","1"
14951,"1","4"
14956,"3","9"
14964,"2","4"
14978,"1","6"
14992,"0","1"
14997,"2","6"
15001,"2","5"
15008,"2","6"
15033,"0","1"
15034,"0","1"
15039,"13","17"
15053,"0","1"
15058,"0","1"
15061,"1","6"
15075,"1","6"
15076,"1","6"
15077,"2","6"
15104,"3","7"
15116,"2","6"
15122,"0","4"
15141,"1","7"
15211,"2","6"
15223,"2","5"
15243,"1","7"
15257,"5","4"
15279,"5","6"
15286,"4","1"
15316,"0","9"
15359,"2","1"
15366,"0","1"
15384,"2","1"
15405,"0","1"
15407,"3","7"
15414,"2","1"
15415,"2","1"
15416,"0","1"
15421,"0","1"
15434,"1","6"
15435,"0","6"
15436,"5","6"
15455,"0","1"
15459,"2","6"
15472,"0","7"
15475,"1","6"
15478,"2","6"
15480,"1","6"
15487,"15","19"
15503,"12","11"
15508,"13","11"
15517,"11","11"
15523,"12","11"
15534,"4","6"
15536,"1","7"
15540,"0","6"
15558,"1","6"
15559,"1","7"
15560,"2","6"
15561,"0","6"
15576,"14","19"
15577,"14","19"
15580,"1","6"
15590,"1","6"
15634,"2","6"
15635,"0","6"
15652,"1","6"
15680,"3","6"
15681,"1","6"
15689,"0","9"
15709,"2","7"
15710,"5","7"
15712,"3","4"
15717,"1","6"
15734,"1","6"
15753,"2","6"
15754,"0","6"
15765,"0","1"
15776,"2","6"
15780,"1","7"
15792,"1","6"
15878,"1","7"
15879,"2","7"
15892,"1","7"
15898,"12","11"
15900,"13","11"
15931,"2","6"
15961,"1","7"
15977,"14","19"
15978,"14","19"
16004,"1","6"
16024,"15","19"
16025,"15","19"
16106,"0","1"
16110,"15","19"
16114,"14","19"
16121,"0","1"
16141,"2","6"
16159,"15","19"
16160,"15","19"
16166,"1","6"
16176,"11","11"
16177,"14","19"
16178,"11","11"
16214,"0","4"
16215,"0","4"
16260,"0","1"
16262,"2","6"
16272,"1","6"
16273,"1","6"
16274,"2","6"
16275,"0","6"
16296,"3","7"
16304,"0","6"
16311,"12","11"
16313,"13","11"
16327,"0","4"
16362,"1","6"
16372,"11","11"
16373,"11","11"
16384,"2","1"
16397,"4","6"
16398,"4","6"
16403,"1","7"
16405,"0","1"
16406,"0","1"
16415,"1","6"
16416,"4","1"
16435,"2","1"
16472,"3","6"
16473,"0","7"
16510,"15","19"
16511,"15","19"
16513,"15","19"
16514,"15","19"
16519,"2","5"
16532,"1","1"
16534,"1","6"
16535,"2","1"
16547,"2","3"
16552,"2","1"
16554,"2","1"
16557,"11","11"
16560,"12","11"
16562,"0","1"
16563,"3","7"
16565,"2","1"
16568,"11","11"
16570,"11","11"
16577,"1","1"
16588,"2","3"
16591,"2","4"
16592,"0","4"
16594,"11","11"
16595,"11","11"
16599,"2","1"
16604,"0","1"
16609,"0","1"
16612,"15","19"
16613,"13","11"
16614,"12","11"
16617,"13","11"
16619,"12","11"
16626,"0","1"
16632,"0","1"
16654,"11","11"
16663,"0","1"
16666,"2","6"
16673,"11","11"
16676,"11","11"
16677,"13","13"
16681,"15","19"
16723,"2","4"
16760,"13","11"
16762,"13","11"
16765,"12","11"
16768,"12","11"
16776,"13","11"
16777,"13","11"
16779,"12","11"
16783,"13","11"
16785,"12","11"
16787,"13","11"
16788,"13","11"
16789,"13","11"
16792,"4","9"
16796,"2","6"
16797,"5","6"
16798,"2","6"
16799,"0","6"
16800,"13","11"
16801,"15","16"
16802,"2","6"
16803,"5","6"
16804,"2","6"
16805,"5","6"
16806,"2","6"
16807,"2","6"
16808,"2","1"
16826,"4","1"
16833,"12","11"
16834,"12","11"
16835,"11","11"
16849,"1","7"
16854,"11","11"
16868,"2","6"
16872,"13","11"
16873,"13","11"
16874,"1","6"
16875,"12","11"
16876,"12","11"
16879,"2","6"
16884,"2","1"
16887,"1","6"
16889,"1","6"
16901,"4","1"
16928,"11","11"
16929,"11","11"
16931,"11","11"
16940,"0","1"
16976,"0","1"
16998,"15","19"
17005,"1","6"
17011,"4","6"
17016,"1","7"
17026,"2","2"
17039,"2","2"
17040,"2","2"
17047,"2","6"
17048,"0","6"
17060,"3","7"
17071,"2","5"
17072,"5","5"
17073,"2","2"
17081,"1","6"
17085,"3","7"
17094,"1","7"
17100,"0","1"
17101,"2","2"
17130,"2","7"
17134,"2","6"
17151,"4","7"
17157,"0","1"
17162,"3","4"
17164,"1","7"
17188,"3","7"
17203,"3","7"
17210,"0","1"
17229,"15","19"
17256,"3","7"
17257,"0","1"
17264,"14","19"
17265,"14","19"
17298,"11","11"
17300,"11","11"
17304,"0","1"
17313,"14","19"
17332,"15","19"
17333,"11","11"
17334,"11","11"
17338,"12","11"
17341,"13","11"
17344,"13","11"
17364,"4","1"
17369,"14","19"
17397,"0","1"
17399,"0","1"
17401,"12","11"
17402,"13","11"
17407,"11","11"
17409,"11","11"
17413,"14","19"
17429,"2","6"
17430,"5","5"
17433,"2","6"
17435,"0","6"
17442,"0","1"
17445,"12","11"
17448,"13","11"
17449,"13","11"
17473,"0","1"
17480,"0","1"
17481,"2","1"
17502,"1","6"
17506,"3","7"
17523,"0","7"
17524,"0","7"
17525,"0","7"
17526,"0","7"
17529,"1","6"
17530,"2","6"
17531,"0","6"
17533,"2","5"
17541,"4","6"
17546,"2","5"
17561,"2","1"
17572,"2","2"
17576,"4","1"
17577,"4","1"
17581,"14","19"
17599,"4","1"
17612,"12","19"
17623,"4","1"
17626,"2","6"
17633,"11","11"
17634,"11","11"
17647,"13","12"
17651,"11","11"
17652,"11","11"
17663,"1","6"
17685,"4","1"
17687,"4","1"
17698,"3","7"
17700,"2","1"
17704,"4","1"
17709,"0","6"
17710,"5","6"
17711,"3","7"
17734,"1","1"
17735,"15","19"
17737,"3","7"
17738,"2","1"
17757,"11","11"
17758,"11","11"
17771,"2","6"
17779,"12","11"
17780,"13","11"
17781,"3","7"
17785,"2","5"
17786,"5","5"
17793,"3","7"
17794,"3","7"
17803,"11","11"
17804,"11","11"
17811,"4","1"
17814,"4","1"
17815,"2","6"
17822,"1","7"
17828,"2","6"
17845,"12","11"
17846,"13","11"
17848,"2","6"
17852,"13","11"
17854,"12","11"
17855,"12","11"
17857,"4","1"
17897,"1","7"
17903,"4","1"
17907,"2","5"
17908,"0","5"
17911,"4","1"
17912,"4","1"
17914,"4","1"
17920,"4","9"
17921,"4","9"
17938,"4","1"
17942,"15","19"
17951,"4","1"
17954,"4","1"
17962,"11","11"
17963,"11","11"
17989,"4","1"
17993,"1","7"
17994,"4","1"
18003,"12","11"
18004,"11","11"
18005,"11","11"
18006,"2","2"
18008,"14","19"
18009,"14","19"
18019,"12","11"
18020,"12","11"
18021,"13","11"
18022,"13","11"
18033,"6","9"
18034,"4","1"
18043,"1","6"
18044,"2","6"
18045,"0","6"
18050,"14","19"
18051,"14","19"
18056,"0","6"
18080,"15","19"
18085,"2","6"
18092,"2","1"
18106,"15","19"
18107,"13","11"
18121,"14","19"
18148,"4","9"
18149,"4","9"
18152,"12","11"
18153,"12","11"
18154,"13","11"
18155,"13","11"
18157,"0","7"
18158,"0","7"
18159,"0","7"
18169,"4","1"
18175,"2","5"
18181,"3","7"
18195,"0","7"
18202,"1","6"
18208,"1","6"
18214,"4","1"
18217,"11","11"
18218,"11","11"
18262,"12","11"
18270,"13","12"
18282,"12","11"
18296,"13","11"
18297,"12","11"
18298,"13","19"
18323,"2","6"
18328,"1","1"
18329,"1","1"
18341,"4","9"
18342,"4","9"
18348,"4","9"
18349,"4","9"
18353,"15","19"
18360,"1","1"
18361,"1","1"
18458,"1","0"
18459,"1","0"
18461,"1","0"
18465,"2","9"
18480,"2","1"
18491,"1","0"
18492,"2","1"
18495,"1","0"
18506,"1","0"
18520,"2","9"
18578,"2","9"
18584,"2","1"
18587,"2","1"
18600,"15","0"
18603,"2","9"
18617,"2","9"
18629,"1","1"
18631,"1","1"
18648,"2","4"
18669,"2","1"
18696,"2","4"
18720,"2","4"
18756,"0","4"
18761,"12","12"
18800,"11","11"
18802,"11","11"
18812,"13","12"
18822,"11","11"
18823,"11","11"
18845,"1","0"
18851,"13","11"
18852,"12","11"
18868,"13","11"
18869,"12","11"
18881,"2","9"
18888,"1","0"
18900,"13","11"
18902,"12","11"
18912,"1","0"
18935,"2","5"
18936,"1","0"
18945,"3","1"
18947,"2","1"
18952,"0","5"
18984,"2","9"
18986,"15","11"
18987,"15","11"
18999,"3","1"
19000,"13","12"
19033,"0","5"
19055,"0","9"
19056,"0","9"
19075,"0","9"
19077,"2","5"
19087,"1","0"
19093,"0","9"
19144,"5","5"
19193,"2","1"
19206,"2","9"
19225,"0","5"
19236,"0","9"
19348,"0","9"
19414,"0","7"
19418,"0","6"
19478,"11","11"
