"CarcassID","StudyArea","Site","CatchYear","CatchMonth","Species","Sex","Age","Weight","BodyLength","TailLen","HindFootLen","BreedCond","Pregnant","Nipples","AnoGenDist","TestLen","TestWidth","TestWt","OvaryOviductWt","Nembryos","DryWt","LeanDryWt"
185,"A",1,1986,10,"1","F","A",12.8,145,71,197,"3",0,"1",4.8,,,,0.045,,3.84,3.06
186,"A",1,1986,10,"1","F","A",13.2,156,76,204,"3",0,"1",4.7,,,,0.045,,3.82,3.17
187,"A",1,1986,10,"1","M","A",13.3,159,76,222,"1",0,,12,3.9,2.2,0.038,,,3.73,3.36
188,"A",1,1986,10,"1","M","A",12.8,156,74,224,"1",0,,11.2,4,2,0.037,,,3.64,3.25
189,"A",1,1986,10,"1","M","A",13.5,157,76,222,"1",0,,10.4,3.3,1.9,0.025,,,4.02,3.52
190,"A",5,1986,10,"1","F","A",14.1,144,72,199,"4",0,"1",6.3,,,,0.026,,4.7,4.17
191,"A",5,1986,10,"1","M","J",12,132,62,186,,0,,7.7,4,2.2,0.035,,,3.44,2.87
192,"A",5,1986,10,"1","F","J",11.5,130,61,198,"4",0,"1",6.6,,,,,,3.26,2.66
193,"A",5,1986,10,"1","M","J",11.9,139,60,200,"1",0,,6.7,3.6,1.6,0.034,,,3.41,2.77
194,"A",5,1986,10,"1","M","J",11,135,60,185,"1",0,,9.7,3.7,2.2,0.033,,,3.16,2.71
195,"A",5,1986,10,"4","F","A",12.7,119,39,161,"3",0,"1",4.3,,,,,,3.48,3.1
196,"A",5,1986,10,"3","F","A",21.7,116,26,152,"4",1,"1",6.8,,,,1.87,3,5.64,4.67
197,"A",3,1986,10,"3","M","A",24.8,130,31,175,"2",0,,16,9.2,5,0.244,,,6.45,5.82
198,"A",3,1986,10,"3","M","A",20.4,124,32,166,"2",0,,13.9,7.5,5.4,0.23,,,5.59,5.15
199,"A",6,1986,10,"4","F","A",12.5,123,39,173,"3",0,"1",5.5,,,,0.021,,3.51,3.2
200,"A",6,1986,10,"1","M","A",15.7,162,78,213,"1",0,,14,5.1,2.2,0.043,,,4.89,4.18
201,"A",6,1986,10,"1","M","A",14.9,142,76,210,"1",0,,13.7,4.1,2.1,0.041,,,3.9,3.41
202,"A",6,1986,10,"1","M","A",14.9,159,77,214,"1",0,,14.1,4.7,2.1,0.042,,,4.43,3.73
203,"A",3,1986,10,"1","M","A",14.3,153,73,203,"1",0,,11.8,4,2.1,0.036,,,4.12,3.72
204,"A",3,1986,10,"1","M","A",16.2,162,80,226,"1",0,,13.7,4.7,2.3,0.04,,,4.7,4.14
205,"A",3,1986,10,"1","F","A",13.4,153,73,197,"3",0,"1",5.3,,,,0.046,,4.1,3.59
206,"A",3,1986,10,"3","M","A",18.3,118,28,158,"1",0,,12.9,8.5,3.5,0.255,,,5.09,4.64
207,"A",3,1986,10,"3","M","A",16.9,118,25,161,"1",0,,8.6,3.7,2.2,0.03,,,4.56,4.16
208,"A",1,1981,10,"3","M","A",24,122,31,161,"2",0,,12.5,8,5.3,0.24,,,6.5,6.03
209,"A",1,1981,10,"3","M","A",21,114,26,166,"1",0,,9.7,3.5,1.4,0.016,,,5.66,5.09
210,"A",1,1981,10,"3","M","A",25.2,133,29,162,"2",0,,13.3,8.8,5.6,0.266,,,6.82,6.22
211,"A",1,1981,10,"4","M","A",21.2,134,36,166,"1",0,,12.8,8.6,5.4,0.024,,,6.85,6.24
212,"A",1,1981,10,"3","F","A",23.8,125,29,160,"4",1,"1",5.5,,,,0.46,2,6.14,5.33
213,"A",1,1981,10,"3","F","A",14,98,30,152,"3",0,"1",6.6,,,,0.014,,3.67,3.31
214,"A",1,1981,10,"1","F","A",14.5,149,76,196,"3",0,"1",5.6,,,,0.009,,4.17,3.71
215,"A",1,1981,10,"1","F","A",13.9,146,68,211,"4",0,"1",6.7,,,,0.047,,4.14,3.65
216,"A",1,1981,10,"1","M","A",14.6,158,78,201,"1",0,,16.2,4.4,1.8,0.024,,,4.33,3.9
217,"A",1,1981,10,"1","M","A",14.7,163,82,212,"1",0,,11.4,4.2,2.3,0.03,,,4.28,3.84
218,"A",1,1981,10,"1","M","A",15.6,167,82,218,"1",0,,12.5,4.7,2,0.037,,,4.96,4.38
219,"A",1,1981,10,"7","M","A",6.3,100,36,120,"1",0,,,4.5,2.1,0.011,,,,
220,"A",1,1981,10,"7","F","A",7.7,109,33,120,"1",0,,,,,,,,,
221,"A",9,1986,10,"3","F","A",33,150,35,172,"5",0,"1",8.6,,,,0.061,,8.7,8.19
222,"A",9,1986,10,"3","M","A",21,121,29,170,"1",0,,8.1,3.6,1.7,0.014,,,5.75,5.4
223,"A",9,1986,10,"3","M","A",23.2,125,29,172,"1",0,,9.4,2.4,1.7,0.015,,,6.41,5.95
224,"A",9,1986,10,"3","F","A",18,114,23,164,"3",0,"1",5.5,,,,0.012,,4.57,4.3
225,"A",9,1986,10,"3","M","A",21.3,120,28,167,"1",0,,9.7,3.1,1.5,0.007,,,6,5.35
226,"A",9,1986,10,"3","F","A",19.8,121,26,170,"3",0,"1",5.7,,,,0.012,,5.47,5.03
227,"A",9,1986,10,"3","M","A",22.2,119,25,167,"1",0,,8.5,3.7,2,0.012,,,5.83,5.4
228,"A",9,1986,10,"3","F","A",31.2,141,30,161,"3",0,"1",5.9,,,,0.068,,7.89,7.35
229,"A",9,1986,10,"3","F","A",18,114,25,167,"3",0,"1",7.3,,,,0.007,,4.68,4.29
230,"A",9,1986,10,"1","F","A",13.1,145,67,211,"3",0,"1",6.6,,,,0.014,,4.03,3.45
231,"A",9,1986,10,"1","M","A",15.2,150,73,207,"1",0,,11.7,4.6,2.1,0.034,,,4.5,3.83
232,"A",9,1986,10,"1","F","A",13.2,149,73,200,"3",0,"1",4.7,,,,0.013,,3.97,3.34
233,"A",1,1986,10,"3","F","A",20.3,128,30,180,"4",1,"1",6.9,,,,0.095,5,5.24,4.9
234,"A",1,1986,10,"3","M","A",13.9,126,28,157,"1",0,,8.7,4,2.1,0.022,,,4.04,3.67
235,"A",1,1986,10,"1","F","A",12.8,144,69,202,"3",0,"1",5.4,,,,0.019,,3.63,3.12
236,"A",1,1986,10,"1","F","A",14.7,161,80,203,"3",0,"1",5.6,,,,0.023,,4.41,3.87
237,"A",1,1986,10,"1","F","J",8.3,127,47,184,"3",0,"1",4.3,,,,,,2.17,1.86
238,"A",5,1986,10,"1","M","A",12.1,141,72,202,"1",0,,10.4,4.1,2,0.025,,,3.35,2.93
239,"M",1,1985,7,"3","M","A",21.7,111,25,161,"2",0,,12.2,9.7,5.6,0.35,,,5.65,5.1
240,"M",1,1985,7,"3","M","A",17.2,115,27,161,,0,,12.4,8.7,4.7,0.217,,,4.65,4.21
241,"M",1,1985,7,"4","F","A",20.1,141,35,161,,0,"1",11.6,,,,0.051,,5.29,4.88
242,"M",1,1985,7,"4","F","A",19.8,138,33,161,"4",0,"1",5.6,,,,0.16,,5.15,4.69
243,"M",1,1985,7,"7","M","A",12.7,124,59,147,"2",0,,6.2,7.8,4.5,0.148,,,,
244,"M",1,1985,7,"7","M","A",12.4,121,30,134,"2",0,,,7.5,5,0.185,,,,
245,"M",1,1985,7,"7","M","A",37.8,113,29,136,"2",0,,,6.9,4.4,0.166,,,,
246,"M",7,1986,10,"1","M","A",19.7,164,79,213,"1",0,,13.4,6,3,0.061,,,5.55,4.46
247,"M",7,1986,10,"1","M","A",18.4,164,81,236,"1",0,,13.6,4.4,3,0.036,,,5.5,4.91
248,"M",7,1986,10,"3","M","A",20.1,114,28,155,"1",0,,9.8,3.1,2,0.011,,,5.72,4.86
249,"M",5,1986,10,"3","M","A",18,108,28,161,"1",0,,7.5,2.7,1.6,0.01,,,5.1,4.3
250,"M",5,1986,10,"3","M","A",17.1,111,28,157,"1",0,,8.7,3.2,1.1,0.01,,,4.91,4.13
251,"M",5,1986,10,"4","F","A",17.5,127,42,170,"3",0,"1",5.4,,,,0.026,,5.04,4.45
252,"M",5,1986,10,"4","F","A",14.3,124,39,166,"3",0,"1",6.2,,,,0.012,,3.98,3.51
253,"M",5,1986,10,"4","F","A",18.9,132,44,168,"3",0,"1",8,,,,0.048,,5.23,4.67
254,"M",5,1986,10,"4","M","A",17.1,134,42,181,"1",0,,10.3,7,4.4,0.124,,,4.74,4.15
255,"M",5,1986,10,"4","F","A",18.7,138,45,175,"3",0,"1",6,,,,0.042,,5.26,4.6
256,"M",5,1986,10,"3","M","A",16.2,115,27,163,"1",0,,8.7,3,1.6,0.01,,,4.97,4.1
257,"M",2,1986,10,"3","M","A",19,116,27,161,"1",0,,10.8,4.5,2.2,0.032,,,5.14,4.61
258,"M",2,1986,10,"4","F","A",23.7,139,47,169,"3",0,"1",5.6,,,,0.02,,6.54,5.63
259,"M",2,1986,10,"4","M","A",15.8,123,37,170,"1",0,,8.7,3,1.7,0.015,,,4.3,3.74
260,"M",9,1986,10,"3","M","A",17.1,120,29,168,"1",0,,8.6,3,1.7,0.012,,,4.41,3.96
261,"M",9,1986,10,"3","M","A",18.6,123,26,169,"1",0,,8.5,4.3,2.7,0.033,,,5.17,4.59
262,"M",9,1986,10,"3","F","A",15.2,106,27,168,"3",0,"1",5.6,,,,0.011,,4.14,3.86
263,"M",9,1986,10,"4","F","A",18,130,40,167,"3",0,"1",7.2,,,,0.024,,5.08,4.48
264,"M",9,1986,10,"4","F","A",20,131,41,167,"3",1,"1",5.7,,,,0.069,6,5.8,4.92
265,"M",9,1986,10,"1","M","A",12.7,147,71,217,"1",0,,17.1,3.8,1.7,0.023,,,3.84,3.39
266,"M",9,1986,10,"3","F","A",18.3,108,29,160,"3",0,"1",6.1,,,,0.023,,4.74,4.17
267,"M",9,1986,10,"3","M","A",20.2,128,28,166,"1",0,,10.7,4,2.1,0.024,,,6.1,4.93
268,"M",9,1986,10,"3","F","A",17.5,120,27,161,"3",0,"1",6.7,,,,0.015,,4.84,4.25
269,"M",9,1986,10,"3","M","J",12.7,97,22,159,"1",0,,7.3,3,1.7,0.014,,,3.08,2.83
270,"M",9,1986,10,"3","M","A",20.7,117,25,172,"1",0,,9.3,3,2.1,0.019,,,5.64,4.94
271,"M",9,1986,10,"3","F","A",15.6,108,27,162,"3",0,"1",5.6,,,,0.011,,3.96,3.61
272,"M",9,1986,10,"3","M","A",17.9,107,26,154,"1",0,,7.2,3,2.2,0.012,,,5.24,4.22
273,"M",9,1986,10,"3","M","A",15.5,109,27,163,"1",0,,8.1,3,1.5,0.01,,,3.99,3.58
274,"M",9,1986,10,"4","F","A",17.9,132,44,179,"3",0,"1",6.4,,,,0.017,,4.8,4.37
275,"M",9,1986,10,"4","M","A",18.7,134,43,171,"1",0,,7.6,3,1.7,0.015,,,4.94,4.36
276,"M",9,1986,10,"4","M","A",17.4,134,40,165,"1",0,,10,4.4,2.3,0.028,,,4.68,4.23
277,"M",6,1986,10,"3","M","A",24.8,135,33,150,"1",0,,14.4,10.3,6.2,0.298,,,6.78,5.91
278,"M",6,1986,10,"4","M","A",15.8,128,40,167,"1",0,,10.1,4.9,2.5,0.027,,,4.55,4.04
279,"M",6,1986,10,"4","F","J",9.8,108,35,160,"3",0,"1",3.8,,,,,,2.45,2.24
280,"M",6,1986,10,"4","M","J",13.6,116,35,168,"1",0,,8,3.2,1.2,0.014,,,3.83,3.42
281,"M",6,1986,10,"4","F","A",15.8,125,39,160,"3",0,"1",6.7,,,,0.018,,4.11,3.6
282,"M",6,1986,10,"3","M","A",28.3,138,34,158,"2",0,,15.6,10.4,6.4,0.402,,,7.56,6.66
283,"M",6,1986,10,"4","F","A",11,118,37,171,"3",0,"1",7.6,,,,,,2.82,2.55
284,"M",6,1986,10,"4","F","A",19.1,146,44,161,"4",1,"1",7.1,,,,0.062,3,5.2,4.63
285,"M",2,1986,10,"3","F","J",15.2,101,23,146,"3",0,"1",4.8,,,,0.02,,3.74,3.4
286,"M",2,1986,10,"3","M","A",18.3,109,23,163,"1",0,,7.4,3.6,2.1,0.024,,,5.02,4.33
287,"M",2,1986,10,"3","M","A",18.1,104,24,159,"1",0,,7.6,2.7,1.3,0.017,,,4.77,4.06
288,"M",2,1986,10,"3","M","A",20.4,118,26,168,"1",0,,8.7,2.6,1.5,0.014,,,5.68,4.85
289,"M",2,1986,10,"3","M","A",20.1,123,26,156,"1",0,,10.6,4.6,2.6,0.056,,,5.96,4.88
290,"M",2,1986,10,"4","F","A",15.5,123,38,165,"3",0,"1",4.1,,,,0.011,,4.13,3.54
291,"A",5,1981,10,"3","M","A",28.7,137,29,164,"2",0,,15,10.2,6.1,0.424,,,7.52,6.88
292,"A",5,1981,10,"3","F","A",19,120,28,161,"3",0,"1",8,,,,0.016,,5.16,4.68
293,"A",5,1981,10,"3","M","A",18.7,117,28,156,"1",0,,9.3,2.3,1.5,0.013,,,5.09,4.63
294,"A",5,1981,10,"3","F","A",14.6,118,25,156,"4",0,"1",5.5,,,,0.018,,4.06,3.68
295,"A",5,1981,10,"3","F","A",22.8,121,27,162,"4",0,"2",8.2,,,,0.05,,5.75,5.27
296,"A",5,1981,10,"3","M","A",26.1,127,30,160,"2",0,,14,9.5,5.5,0.394,,,6.71,6.28
297,"A",5,1981,10,"3","M","A",19.5,119,32,150,"2",0,,13.8,9.2,5.8,0.273,,,5.36,4.95
298,"A",5,1981,10,"3","F","A",19.4,119,28,159,"4",0,"2",6.6,,,,0.1,,4.92,4.49
299,"A",5,1981,10,"3","F","A",22.3,123,29,170,"4",1,"2",7.8,,,,0.94,4,5.6,5.22
300,"A",5,1981,10,"3","F","J",7.7,76,18,141,,0,,4.7,,,,,,2.04,1.75
301,"A",5,1981,10,"3","M","A",17.1,113,28,154,"1",0,,9.4,2.7,1.4,0.017,,,4.52,4.12
302,"A",5,1981,10,"4","M","A",15.5,117,40,168,"1",0,,9.7,2.2,1.6,0.018,,,4.39,4.04
303,"A",5,1981,10,"4","M","A",21,133,42,172,"2",0,,18.2,12.6,6.7,0.51,,,5.56,4.99
304,"A",5,1981,10,"4","M","A",14.4,120,37,158,"1",0,,8.1,3.3,1.7,0.02,,,4.11,3.67
305,"A",5,1981,10,"4","F","A",14.4,118,39,159,"3",0,"1",4.6,,,,,,3.91,3.64
306,"A",5,1981,10,"4","F","A",14.3,123,39,170,"3",0,"1",4.1,,,,0.01,,3.92,3.58
307,"A",5,1981,10,"4","M","A",13.7,116,35,162,"1",0,,8.7,2.1,2,0.012,,,4.16,3.52
308,"A",5,1981,10,"4","M","A",14.7,122,39,161,"1",0,,8.8,2.7,1.6,0.017,,,4.11,3.76
309,"A",5,1981,10,"3","F","A",16.6,119,27,156,"4",1,"1",6.2,,,,0.123,4,4.49,4.11
310,"A",5,1981,10,"1","F","A",12.3,142,72,187,"3",0,"1",5.2,,,,,,3.68,3.08
311,"A",5,1981,10,"1","F","A",12.8,147,73,220,"3",0,"1",4.3,,,,0.026,,3.66,3.29
312,"A",5,1981,10,"1","M","A",13.6,146,71,202,"1",0,,11.2,4,2.4,0.03,,,4.13,3.51
313,"A",3,1981,10,"4","F","A",13.4,117,34,161,"3",0,"1",4.3,,,,,,3.87,3.45
314,"A",3,1981,10,"4","M","A",11.7,120,38,154,"1",0,,7,2.5,1.2,0.006,,,3.5,3.23
315,"A",3,1981,10,"4","F","A",16.6,117,39,171,"3",0,"1",6.4,,,,0.005,,4.76,4.29
316,"A",3,1981,10,"4","F","A",13.2,123,41,156,"3",0,"1",6.7,,,,0.003,,3.68,3.29
317,"A",3,1981,10,"4","F","J",11.6,107,37,157,"3",0,"1",3.8,,,,,,3.22,2.9
318,"A",3,1981,10,"3","F","A",14.8,108,28,152,"3",0,"1",4.4,,,,0.015,,4.41,3.99
319,"A",3,1981,10,"3","M","A",15.2,101,21,150,"1",0,,7.2,2.1,1.2,0.006,,,4.57,4.06
320,"A",3,1981,10,"3","F","A",17.4,119,28,158,"4",0,"1",6.2,,,,0.028,,4.52,4.18
321,"A",3,1981,10,"3","F","A",17.1,123,25,165,"4",0,"1",6.2,,,,0.02,,5.02,4.57
322,"A",3,1981,10,"3","F","A",21.5,123,28,161,"4",0,"1",8.2,,,,0.063,,5.89,5.31
323,"A",3,1981,10,"3","M","A",16.2,118,27,160,"1",0,,8.8,3,1.8,0.015,,,4.48,4.05
324,"A",3,1981,10,"3","M","A",16.7,112,26,157,"1",0,,6.7,2.5,1,0.01,,,4.76,4.28
325,"A",3,1981,10,"3","M","A",15.9,118,26,157,"1",0,,6.3,2.1,1,0.009,,,4.46,4.17
326,"A",3,1981,10,"3","F","A",17.3,118,28,167,"3",0,"1",6,,,,0.01,,4.71,4.39
327,"A",3,1981,10,"3","M","A",16.8,119,26,158,"1",0,,8.4,3.3,1.7,0.011,,,5.03,4.59
328,"A",3,1981,10,"3","F","A",18.6,121,30,147,"4",0,"2",5.6,,,,0.113,,5.25,4.9
329,"A",3,1981,10,"3","M","A",17.4,111,20,154,"1",0,,8.7,3,1.4,0.011,,,4.88,4.44
330,"A",3,1981,10,"3","M","A",14.5,111,23,162,"1",0,,7.5,2.4,1.1,0.008,,,4.22,3.78
331,"A",3,1981,10,"3","M","A",16.8,113,23,170,"1",0,,6.9,7.6,1.2,0.01,,,4.68,4.34
332,"A",3,1981,10,"3","F","A",16.6,118,24,161,"3",0,"1",5.7,,,,0.007,,4.78,4.3
333,"A",3,1981,10,"1","M","A",13.5,147,71,206,"1",0,,6.5,3.9,2,0.021,,,4.38,3.54
334,"A",3,1981,10,"1","M","A",15.8,156,71,211,"1",0,,10.8,3.6,2.2,0.024,,,5.22,3.92
335,"A",3,1981,10,"1","F","A",19.7,176,83,207,"4",0,"2",6.7,,,,0.055,,6.22,4.88
336,"A",3,1981,10,"1","F","A",13.8,148,72,210,"4",0,"1",5.5,,,,0.02,,4.3,3.57
337,"A",3,1981,10,"1","M","A",12.4,135,70,210,"1",0,,8.2,4.4,2,0.029,,,3.74,3.12
338,"A",9,1981,10,"3","F","A",13.2,100,23,162,"4",0,"1",5.6,,,,0.015,,3.18,2.93
339,"A",9,1981,10,"3","M","A",19.2,125,31,164,"1",0,,9.7,2.6,1.5,0.011,,,4.97,4.53
340,"A",9,1981,10,"3","M","A",18.6,118,27,167,"1",0,,8.9,3.6,1.6,0.018,,,5.13,4.73
341,"A",9,1981,10,"3","M","A",18.9,124,31,160,"1",0,,6.1,2.6,1.5,0.01,,,5.34,4.84
342,"A",9,1981,10,"3","M","A",23.4,119,20,159,"1",0,,10.1,6.5,3.8,0.091,,,6.25,5.88
343,"A",9,1981,10,"4","M","A",13.5,114,39,174,"1",0,,8.5,2.2,1.2,0.08,,,3.66,3.13
344,"A",9,1981,10,"4","M","A",18.4,132,42,170,"1",0,,9.2,4.5,2.6,0.032,,,5.11,4.51
345,"A",9,1981,10,"4","M","A",28,145,35,166,"2",0,,14.9,10.4,6.3,0.255,,,7.32,6.89
346,"A",9,1981,10,"4","M","A",17.5,122,37,151,"1",0,,8.6,3.5,1.7,0.012,,,4.96,4.43
347,"A",9,1981,10,"1","M","A",13.5,146,68,210,"1",0,,10.4,4,1.9,0.027,,,3.99,3.4
348,"A",9,1981,10,"1","F","A",17.9,172,81,205,"3",1,"2",4.6,,,,0.097,6,5.92,4.67
349,"A",9,1981,10,"1","F","A",18.8,169,82,216,"4",0,"2",6.6,,,,0.081,,5.47,4.68
350,"A",9,1981,10,"1","F","A",12.4,142,72,204,"4",0,"1",5.6,,,,0.023,,4.03,3.12
351,"A",9,1981,10,"7","M","A",7.2,98,37,132,"1",0,,1.6,2.2,1.2,0.008,,,,
352,"A",9,1981,10,"7","F","A",7.8,105,32,127,"3",0,"1",1.9,,,,,,,
353,"A",9,1981,10,"7","M","A",8,109,40,137,"1",0,,1.2,2.1,0.9,0.009,,,,
354,"A",9,1981,10,"7",,"A",8.3,104,38,124,,0,,,,,,,,,
355,"A",4,1981,10,"7","M","A",7.3,114,34,140,"1",0,,1.7,1.4,1,0.006,,,,
356,"A",4,1981,10,"7",,"A",8.1,109,28,121,,0,,2.3,,,,,,,
357,"A",4,1981,10,"7","F","A",7.9,111,30,133,"1",0,,1.9,,,,,,,
358,"A",4,1981,10,"3","M","A",17.7,121,28,157,"1",0,,8.5,3.9,2.6,0.026,,,4.66,4.18
359,"A",4,1981,10,"3","M","A",15,108,26,172,"1",0,,7.4,3.5,2.2,0.023,,,4.28,3.75
360,"A",4,1981,10,"3","M","A",17.9,115,27,162,"1",0,,8.1,4.4,2,0.026,,,4.83,4.45
361,"A",4,1981,10,"3","F","A",23.6,111,26,150,"3",1,"1",4.8,,,,5.12,4,5.66,5.04
362,"A",4,1981,10,"3","M","A",17.4,118,26,162,"1",0,,7.9,3.1,2.1,0.024,,,2.2,4.1
363,"A",4,1981,10,"3","M","A",13.7,103,23,157,"1",0,,8.7,3.4,1.9,0.015,,,3.53,3.23
364,"A",4,1981,10,"4","M","A",27.6,142,37,163,"2",0,,15.6,9.3,6.4,0.312,,,7.24,6.56
365,"A",4,1981,10,"3","M","A",16.7,114,28,166,"1",0,,7.7,3.1,2,0.016,,,4.47,3.98
366,"A",4,1981,10,"3","F","A",25.1,132,28,168,"4",0,"2",8.5,,,,0.079,,6.35,5.89
367,"A",4,1981,10,"3","M","A",16.6,114,26,151,"7",0,,7.2,2.1,1.5,0.006,,,4.91,3.97
368,"A",4,1981,10,"3","F","A",15.5,104,25,159,"4",0,"1",5.6,,,,0.032,,4.22,3.72
369,"A",4,1981,10,"1","M","A",11.6,146,68,198,"1",0,,9.3,6.7,2.6,0.038,,,3.67,3.19
370,"A",4,1981,10,"1","F","A",12.3,155,73,201,"4",0,"1",6.1,,,,0.024,,3.85,3.29
371,"M",6,1981,7,"3","M","A",15.3,109,26,174,"1",0,,5.6,2.6,1.6,0.007,,,4.81,4.18
372,"M",6,1981,7,"3","M","A",16.8,113,29,150,"1",0,,7.7,2.6,1.3,0.009,,,5,4.27
373,"M",6,1981,7,"3","F","A",21.6,114,27,151,"4",1,"2",9.4,,,,0.73,4,5.67,4.97
374,"M",6,1981,7,"3","F","A",16.7,105,27,167,"4",0,"1",5.5,,,,0.032,,5.24,4.11
375,"M",6,1981,7,"3","M","A",18.3,115,28,165,"1",0,,10.8,6.6,3.7,0.109,,,5.75,4.61
376,"M",6,1981,7,"3","F","A",16.4,111,26,149,"3",0,"1",4.7,,,,0.022,,4.94,4.27
377,"M",6,1981,7,"3","M","A",30.2,142,28,183,"2",0,,12,10.2,6.4,0.342,,,8.81,7.77
378,"M",6,1981,7,"3","M","A",15.2,117,26,161,"1",0,,7.3,3.7,1.7,0.022,,,4.12,3.73
379,"M",6,1981,7,"3","M","A",18.2,111,22,164,"1",0,,7.4,5.8,3,0.058,,,5.96,4.56
380,"M",6,1981,7,"3","F","A",16,104,25,163,"3",0,"1",6.9,,,,0.012,,4.39,3.87
381,"M",6,1981,7,"3","M","J",12.8,98,21,152,"1",0,,6.6,3.3,1.7,0.015,,,3.47,3.16
382,"M",6,1981,7,"3","F","J",21.7,112,26,116,"4",1,"2",7.6,,,,0.241,6,5.89,5.33
383,"M",6,1981,7,"3","M","A",16.5,106,25,162,"1",0,,6.2,4.4,2.2,0.034,,,5.04,4.14
384,"M",6,1981,7,"3","F","A",19.6,118,27,165,"4",1,"2",5.7,,,,0.186,4,5.41,4.78
385,"M",6,1981,7,"3","F","A",21,123,30,159,"4",1,"2",5.6,,,,0.239,3,5.81,5.05
386,"M",6,1981,7,"3","M","A",18.4,117,28,183,"4",0,,8.7,4,2.6,0.028,,,5.75,4.55
387,"M",6,1981,7,"3","M","A",22.6,114,23,161,"2",0,,18.2,9.7,6.1,0.339,,,6.12,5.58
388,"M",6,1981,7,"3","M","A",18.6,112,27,161,"1",0,,10.5,7.6,4,0.14,,,5.75,4.69
389,"M",6,1981,7,"3","M","A",15.1,111,22,151,"6",0,,7.9,4.1,2.1,0.022,,,4.35,3.76
390,"M",6,1981,7,"3","F","A",16.3,106,23,170,"3",0,"1",5.6,,,,0.05,,4.61,4.06
391,"M",6,1981,7,"3","F","A",16,105,24,152,"3",0,"1",5.9,,,,0.028,,5.15,3.76
392,"M",6,1981,7,"4","M","A",42.9,147,33,170,"2",0,,15.9,1.8,6.2,0.59,,,11.44,10.41
393,"M",6,1981,7,"4","F","A",31.2,138,35,180,"4",1,"2",6.6,,,,0.336,6,7.9,7.36
394,"M",6,1981,7,"4","F","A",20,132,38,157,"4",0,,6.7,,,,0.184,1,5.87,5.24
395,"M",6,1981,7,"7","M","A",11.1,117,36,131,"2",0,,3,7.5,3.2,0.174,,,,
396,"M",6,1981,7,"7","F","A",7,112,40,134,"3",0,"1",,,,,,,,
397,"M",6,1981,7,"7","F","A",7.9,119,34,139,"3",0,"1",,,,,,,,
398,"M",6,1986,8,"3","M","A",24.2,131,31,176,"2",0,,13.6,10.7,5.8,0.417,,,6.68,5.87
399,"M",6,1986,8,"3","M","A",20.6,120,29,164,"2",0,,11.7,8.7,5.7,0.323,,,5.76,5.18
400,"M",6,1986,8,"3","M","A",23.8,125,31,166,"1",0,,10.4,3.3,2,0.014,,,6.41,5.79
401,"M",6,1986,8,"3","M","A",17.2,113,28,169,"1",0,,12.1,8.2,4.5,0.23,,,4.86,4.42
402,"M",6,1986,8,"4","M","A",17.7,122,40,160,"2",0,,11,10.6,7,0.52,,,4.7,4.21
403,"M",6,1986,8,"4","M","A",20.4,140,43,164,"2",0,,14.1,11.1,6.2,0.55,,,5.72,5.04
404,"M",6,1986,8,"4","M","A",18.7,138,41,182,"2",0,,12.7,11.1,6.4,0.28,,,5.52,4.79
405,"M",6,1986,8,"1","F","A",10.9,139,64,194,"4",0,"1",5.6,,,,0.036,,2.94,2.67
406,"M",6,1986,8,"7","M","A",8.3,112,40,141,"1",0,,,2.7,1.4,0.012,,,,
407,"M",6,1986,8,"5","M","A",5.4,111,52,152,"1",0,,8.2,5.7,3.7,0.088,,,,
408,"M",5,1986,8,"4","M","A",29.4,120,14,167,"2",0,,15.6,10.4,7.8,0.5,,,7.32,6.51
409,"M",5,1986,8,"4","M","A",25.3,149,45,176,"2",0,,18.6,16.8,7.3,0.66,,,6.74,6.11
410,"M",5,1986,8,"4","F","A",15.9,127,47,171,"3",0,"1",6.6,,,,0.123,,4.27,3.79
411,"M",5,1986,8,"7","F","A",8.8,118,45,136,,0,,,,,,,,,
412,"M",2,1986,8,"4","M","A",20.3,122,28,171,"2",0,,10.4,11.3,7.7,0.69,,,5.31,4.78
413,"M",2,1986,8,"4","F","A",24.7,143,44,161,"4",1,"2",8.4,,,,3.91,4,5.95,5.07
414,"M",2,1986,8,"4","M","A",21.6,140,43,164,"2",0,,9.3,12,7.7,0.63,,,5.89,5.15
415,"M",2,1986,8,"4","M","A",18.7,142,43,172,"2",0,,12.7,10.9,6.6,0.57,,,5.11,4.42
416,"M",2,1986,8,"3","M","A",20.4,122,27,176,"1",0,,11.6,8.8,5.7,0.236,,,5.34,5.01
417,"M",2,1986,8,"3","F","J",9.6,93,19,147,"3",0,"1",0.4,0.6,,,,,2.5,2.16
418,"M",2,1986,8,"7","F","A",6.8,104,38,125,"3",0,"1",,,,,,,,
419,"M",2,1986,8,"7",,"A",7.4,110,37,130,,0,,,,,,,,,
420,"M",1,1985,4,"3","F","A",17.9,113,25,163,"4",0,"1",6.3,,,,0.009,,4.95,4.36
421,"M",1,1985,4,"3","M","A",15.3,111,25,168,"4",0,"1",6.1,,,,0.077,,4.12,3.7
422,"M",1,1985,4,"3","M","A",16.7,115,26,157,"1",0,,8.6,8.3,4.5,0.23,,,4.6,4.09
423,"M",1,1985,4,"3","M","A",17,111,27,160,"1",0,,9,6.5,3.3,0.115,,,4.52,3.98
424,"M",1,1985,4,"4","M","A",23.3,126,35,161,"2",0,,12.4,7.5,5.2,0.224,,,5.98,5.4
